MessageID,Province,City,Gender,Message,Sentiment
3400245419882580,Běijīng 北京,1000,1,【周其仁：腐败跑得比改革快】政治体制改革远为复杂和困难。最主要症结是，经济改革触犯的经济既得利益，还可以用经济手段补偿，但政治改革触犯的既得利益，拿什么来做补偿？,0.9999999996493116
3400493771213854,Sìchuān 四川,1000,1,成都北站\高级知识份子\半夜三点半激愤大骂政治腐败。。。,0.984920736078536
3400569303956654,Fújiàn 福建,1,1,今年惩治腐败严查八类案件 1 发生在领导机关和领导干部中贪污贿赂、失职渎职的案件； 2 严重损害群众经济权益、政治权益、人身权利的案件； 3 违反政治纪律和组织人事纪律的案件；,0.9996652389336416
3400585149189269,Shāndōng 山东,1,1,丑闻说是国际性难题，腐败说不止我们一家，民主政治说要有中国特色，里外都是别人的错，我们是一贯正确！,0.999973273588233
3401295676892346,Guǎngdōng 广东,1000,1,严重的两级分化与腐败本是私有化改革的必然结果，却被那些鼓吹改革的西奴们归为中国政府官员的腐败，他们倒果为因，最红还是要推动政治体制改革，为美国扶植的带路党拓展出政治空间，进而让美国更好地控制中国。,0.9999999999793314
3401355148002352,Chóngqìng 重庆,3,1,【进退两难】在房价调控与经济稳定之间进退两难；在扫黄打非与开放繁荣之间进退两难；在南海稳定与大国尊严之间进退两难；在互联网发展与国情之间进退两难；在山寨仿制与中国制造之间进退两难；市场经济与民主改革之间进退两难；在司法独立与讲政治之间进退两难；在惩治贪官与体制性腐败之间进退两难…,0.9999999999999338
3401624270447468,Jiāngsū 江苏,1000,1,台湾大选今天投票，尽管台湾的民主整治还有不完善的地方，你敢说美国的民主政治就十全十美吗？至少台湾的执政党都是在在野党的监督下行使权利，台湾在如此民主监督下还不时有腐败发生，当今的大陆靠执政党自己监督自己，腐败能消除吗？,0.9999999952969312
3401658656531543,Guǎngdōng 广东,1000,1,缺乏世袭的一党制是比君主制更差的政治体制，它既缺乏道德，也缺乏责任，带来极度的腐败。,0.9725291996029
3401694916522593,Běijīng 北京,1000,1,国家政治体制的独裁.腐败是股市不稳定的主要原因。,0.9999387226588918
3401977520028389,Qítā 其他,1000,0,◆@胡延平：为马英九再次当选激动了一下台湾同胞很清醒;这是一个人而不是政治家更不是政客的当选;.政治可以不是肮脏的腐败的威权的,0.9955150821932434
3401987739616423,Zhèjiāng 浙江,1,1,为马英九再次当选而激动:1.台湾同胞很清醒;2.这是一个人而不是政治家更不是政客的当选;3.政治可以不是肮脏的腐败的威权的,0.9889691446919558
3402030041299465,Fújiàn 福建,1,1,[我的语录081]：两岸的力量现在不是比武力，而是比政治民主、政府清廉、人民幸福；台湾的今天就是大陆的明天，真民意大势所趋、搞腐败人神共愤。,0.9999999176156745
3402182219246311,Shànghǎi 上海,1000,1,中国凭什么成为强国？教育水平低下、数亿人没有医保和养老、社会道德低下、居民企业税收过重、政府与民争利达到顶峰、人民币持续升值、珠三角长三角民企大量倒闭、行业同质化严重、企业缺乏技术含量、政府腐败、外交懦弱。你是上帝你会让这样的国家成为强国么？想起晚清的总结：政治腐败，经济脆弱。,0.9999999980518726
3402259969144320,Hǎiwài 海外,29,0,对这种你方唱罢我方唱的政治游戏不太感冒。西班牙今年选择放弃投票的人数多于投给胜利者的人数，因为大家都看透了。我觉得大陆也没有必要感到羞愧或者羡慕，不过是不同的政治体制罢了。任何一个体制本身都没有对错可言，只因运用它们的人而区分好坏。如果国家整体腐败，即便换成选举制也一样会腐败。,0.9999999999973241
3402462302281417,Jiāngsū 江苏,3,1,自由战士胡医生 ：为了维护稳定，财产申报停了，三公消费不公布了，犯了错误的官员重新上任了，腐败也变成打狗棍了，政治体制也就只剩下摸石头了。人们终于看清，维护稳定的实质是维护既得利益集团的利益。,0.9999817861318663
3402696398231516,Shāndōng 山东,1,1,是什么原因让一目不识丁的丁书苗活跃于经济舞台、政治舞台，是权力腐败，是权力孳生的利益链条。最终丁书苗却也遭遇人生滑铁卢？或许可以说，丁书苗成也官场败也官场！,0.9999400997467853
3402824224619100,Běijīng 北京,1000,1,山东官方：保时捷“廉政调研”系恶搞 鲁NB2B67车主是济南人 http://t.cn/z0eN1rS --- 这小子真有才，车牌翻译后就是：山东牛逼二逼牛气；“廉政调研”标志牌翻译后就是：调查官员腐败、研究廉价政治！高，实在是高！应该给这个牛逼人一个牛逼奖，奖励250牛逼！,0.9953195563444092
3402832109528058,Běijīng 北京,1000,1,【新闻小评-政治】山东官方：保时捷廉政调研系恶搞。一张照片就让政府很紧张，说明来自于群众的舆论监督将对反腐败起到极大地遏制作用，希望这种作用越来越强，也希望更多的群众参与到揭发、举报腐败的行动中，我们的政府也会越来越公开、透明、廉洁。,0.9984911158989506
3402853414881550,Guìzhōu 贵州,3,1,腐败的一切 《触目惊心的特权政治，中国能有希望吗！》 (来自 @头条博客) http://t.cn/z0epjgf,0.9993877141525781
